path,top_level,service,ext,lines,class,review_level,risk_tags,notes
anila-studio/app/services/geometric_qa.py,anila-studio,anila-studio,.py,63,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/infographic_job_service.py,anila-studio,anila-studio,.py,294,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/infographic_renderer.py,anila-studio,anila-studio,.py,368,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/jwks_client.py,anila-studio,anila-studio,.py,362,python-code,manual-targeted,auth-security;artifact-generation,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-studio/app/services/llm_json.py,anila-studio,anila-studio,.py,102,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/mindmap_job_service.py,anila-studio,anila-studio,.py,314,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/mindmap_renderer.py,anila-studio,anila-studio,.py,312,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/report_job_service.py,anila-studio,anila-studio,.py,301,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/report_renderer.py,anila-studio,anila-studio,.py,336,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/report_runner.py,anila-studio,anila-studio,.py,582,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/revocation_cache.py,anila-studio,anila-studio,.py,543,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_config.py,anila-studio,anila-studio,.py,79,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_job_service.py,anila-studio,anila-studio,.py,313,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_layout.py,anila-studio,anila-studio,.py,769,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_llm.py,anila-studio,anila-studio,.py,566,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_render.py,anila-studio,anila-studio,.py,548,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_retrieval.py,anila-studio,anila-studio,.py,133,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_text_normalizer.py,anila-studio,anila-studio,.py,327,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/services/studio_vision_qa.py,anila-studio,anila-studio,.py,275,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/templates/infographic/base.html.j2,anila-studio,anila-studio,.j2,351,other,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/templates/report/base.html.j2,anila-studio,anila-studio,.j2,215,other,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/templates/report/deep_tech_review.html.j2,anila-studio,anila-studio,.j2,35,other,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/templates/report/external_comms.html.j2,anila-studio,anila-studio,.j2,37,other,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/app/templates/report/key_summary.html.j2,anila-studio,anila-studio,.j2,35,other,manual-targeted,auth-security;artifact-generation,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-studio/app/templates/report/teaching_handout.html.j2,anila-studio,anila-studio,.j2,47,other,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/openapi/studio.openapi.json,anila-studio,anila-studio,.json,2508,config-or-metadata,manual-targeted,artifact-generation;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-studio/pyproject.toml,anila-studio,anila-studio,.toml,71,config-or-metadata,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/scripts/export-openapi.py,anila-studio,anila-studio,.py,41,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/__init__.py,anila-studio,anila-studio,.py,0,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_app_lifespan.py,anila-studio,anila-studio,.py,139,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_auth.py,anila-studio,anila-studio,.py,297,python-code,manual-targeted,auth-security;artifact-generation,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-studio/tests/test_csp_client.py,anila-studio,anila-studio,.py,514,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_datatable_endpoint.py,anila-studio,anila-studio,.py,425,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_datatable_exporter.py,anila-studio,anila-studio,.py,411,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_datatable_schema.py,anila-studio,anila-studio,.py,269,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_diagram_renderer.py,anila-studio,anila-studio,.py,206,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_flux_image_provider.py,anila-studio,anila-studio,.py,284,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_flux_provider_wiring.py,anila-studio,anila-studio,.py,59,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_flux_quality_gate.py,anila-studio,anila-studio,.py,203,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_flux_style.py,anila-studio,anila-studio,.py,95,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_geometric_qa.py,anila-studio,anila-studio,.py,62,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_hydrate_images.py,anila-studio,anila-studio,.py,298,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_infographic_chart.py,anila-studio,anila-studio,.py,143,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_infographic_endpoint.py,anila-studio,anila-studio,.py,407,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_infographic_renderer.py,anila-studio,anila-studio,.py,204,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_infographic_schema.py,anila-studio,anila-studio,.py,223,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_jwks_client.py,anila-studio,anila-studio,.py,682,python-code,manual-targeted,auth-security;artifact-generation,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-studio/tests/test_layout_audit.py,anila-studio,anila-studio,.py,413,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_layout_rebalance.py,anila-studio,anila-studio,.py,218,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_mindmap_endpoint.py,anila-studio,anila-studio,.py,401,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_mindmap_renderer.py,anila-studio,anila-studio,.py,324,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_mindmap_schema.py,anila-studio,anila-studio,.py,194,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_phase3_wiring_smoke.py,anila-studio,anila-studio,.py,223,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_report_endpoint.py,anila-studio,anila-studio,.py,386,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_report_renderer.py,anila-studio,anila-studio,.py,325,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_report_runner.py,anila-studio,anila-studio,.py,348,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_report_schema.py,anila-studio,anila-studio,.py,173,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_revocation_cache.py,anila-studio,anila-studio,.py,444,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_slide_image_prompt.py,anila-studio,anila-studio,.py,43,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_diagram_schema.py,anila-studio,anila-studio,.py,78,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_flux_e2e.py,anila-studio,anila-studio,.py,207,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_illustration_routing.py,anila-studio,anila-studio,.py,267,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_saturation_degrade.py,anila-studio,anila-studio,.py,247,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_saturation_round2.py,anila-studio,anila-studio,.py,103,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_saturation_schema.py,anila-studio,anila-studio,.py,66,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_text_normalizer.py,anila-studio,anila-studio,.py,151,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_theme_override.py,anila-studio,anila-studio,.py,56,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_studio_theme_schema.py,anila-studio,anila-studio,.py,72,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-studio/tests/test_theme_override.py,anila-studio,anila-studio,.py,88,python-code,automated-ledger,artifact-generation,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila_plan.md,anila_plan.md,root-infra,.md,379,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docker-compose-dev.yml,docker-compose-dev.yml,root-infra,.yml,372,deployment-config,manual-deep,deploy-surface,High-risk entrypoint manually reviewed in 2026-06-29 report.
docker-compose.yml,docker-compose.yml,root-infra,.yml,443,deployment-config,manual-deep,deploy-surface,High-risk entrypoint manually reviewed in 2026-06-29 report.
docs/agent-framework/anila-agent-enhancement-roadmap.md,docs,docs,.md,441,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agent-framework/anila-agent-framework-architecture.md,docs,docs,.md,519,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agent-framework/anila-agent-framework-porting-decisions.md,docs,docs,.md,343,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agent-framework/antigravity-sdk-python-deep-dive.md,docs,docs,.md,1160,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/agent-framework/claude-code-src-deep-dive.md,docs,docs,.md,1646,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/agent-framework/csp-agent-bootstrap-protocol.md,docs,docs,.md,464,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agent-framework/openai-agents-python-deep-dive.md,docs,docs,.md,1338,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/agent-framework/runtime-logic-openai-agents-deep-dive.md,docs,docs,.md,872,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/agenticrag/agenticrag-decouple-from-anila-core.md,docs,docs,.md,278,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agenticrag/agenticrag-enhancement-plan.md,docs,docs,.md,275,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/agenticrag/agenticrag-phase1-plan.md,docs,docs,.md,185,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/anila-core/anila-core-boundary.md,docs,docs,.md,273,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/anila-core/anila-core-runtime-design.md,docs,docs,.md,260,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/assets/screenshots/agents.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/anilalm.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/audit-logs.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/chat-ui.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/classified-latch.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/dashboard.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/developer-guide.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/knowledge-collections.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,rag-rls;binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/login.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/assets/screenshots/models.png,docs,docs,.png,-1,binary-asset,deferred-generated-or-asset,binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/audits/anila-full-audit-2026-06-02.md,docs,docs,.md,854,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/audits/openwebui-gap-analysis-2026-06-11.md,docs,docs,.md,807,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/audits/security-remediation-2026-06-02.md,docs,docs,.md,51,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/audits/studio-godmodule-split-plan.md,docs,docs,.md,62,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/branch-sync-backlog.md,docs,docs,.md,195,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/briefing/anila-briefing.pptx,docs,docs,.pptx,-1,binary-asset,deferred-generated-or-asset,artifact-generation;binary-asset,Binary/artifact: inventory only; not line-reviewed.
docs/briefing/anila-memory-layer-rfc.md,docs,docs,.md,185,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/changelog/2026-04-27-onyx-handover.md,docs,docs,.md,112,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/guides/developer-guide.md,docs,docs,.md,254,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/ingestion/document-relations-design.md,docs,docs,.md,202,documentation,context-review,rag-rls,Used as architecture/process context; not executable runtime surface.
docs/ingestion/ingestion-platform-design.md,docs,docs,.md,1357,documentation,manual-targeted,rag-rls;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/ingestion/parent-child-rag-design.md,docs,docs,.md,460,documentation,context-review,rag-rls,Used as architecture/process context; not executable runtime surface.
docs/onyx/onyx-application-plan.md,docs,docs,.md,93,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/onyx/onyx-target-system-api-spec.md,docs,docs,.md,600,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/planning/branch-sync-backlog.md,docs,docs,.md,173,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/planning/sprint-7x-plan.md,docs,docs,.md,408,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/platform/multi-service-integration-plan.md,docs,docs,.md,1763,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/platform/sso-migration.md,docs,docs,.md,145,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/runbooks/legacy-agent-bootstrap.md,docs,docs,.md,305,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/runbooks/rotate-tls-cert.md,docs,docs,.md,136,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
docs/runbooks/service-token-cutover.md,docs,docs,.md,229,documentation,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/anila-studio/extraction-decision.md,docs,docs,.md,127,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/anila-studio/plans/2026-05-23-e2e-runbook.md,docs,docs,.md,145,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/anila-studio/plans/2026-05-23-extraction-plan.md,docs,docs,.md,483,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/plans/2026-06-23-csk-inbound-guard-snippet.md,docs,docs,.md,406,documentation,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/plans/2026-06-23-router-memory-recomposition.md,docs,docs,.md,520,documentation,context-review,router-streaming,Used as architecture/process context; not executable runtime surface.
docs/superpowers/specs/2026-06-23-csk-inbound-guard-snippet-design.md,docs,docs,.md,109,documentation,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/specs/2026-06-23-router-memory-recomposition-design.md,docs,docs,.md,69,documentation,context-review,router-streaming,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/ANILA_Studio_FLUX_Spec.md,docs,docs,.md,540,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/2026-05-16-flux2-dev-integration.md,docs,docs,.md,2153,documentation,manual-targeted,artifact-generation;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/studio-flux/history/2026-05-16-task13-pipeline-test-report.md,docs,docs,.md,343,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/2026-05-18-anilalm-flux-pptx-integration.md,docs,docs,.md,1547,documentation,manual-targeted,artifact-generation;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/studio-flux/history/2026-05-18-studio-quality-fixes.md,docs,docs,.md,506,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/2026-05-18-studio-round2-patches.md,docs,docs,.md,719,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/2026-05-19-studio-round3-patches.md,docs,docs,.md,1232,documentation,manual-targeted,artifact-generation;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
docs/superpowers/studio-flux/history/2026-05-19-studio-round4-patches.md,docs,docs,.md,517,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/ANILA_Studio_Round5_Patches.md,docs,docs,.md,586,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/history/ANILA_Studio_Round6_Patches.md,docs,docs,.md,421,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/plans/2026-05-21-stage2-clip-descope-vlm-ranking.md,docs,docs,.md,333,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/plans/2026-05-21-stage3-content-inferred-style.md,docs,docs,.md,397,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/plans/2026-05-21-stage4-illustration-routing.md,docs,docs,.md,607,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/specs/2026-05-21-stage2-clip-descope-vlm-ranking-design.md,docs,docs,.md,144,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/specs/2026-05-21-stage3-brand-yaml-design.md,docs,docs,.md,146,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/specs/2026-05-21-stage3-content-inferred-style-design.md,docs,docs,.md,128,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-flux/specs/2026-05-21-stage4-illustration-routing-design.md,docs,docs,.md,220,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
docs/superpowers/studio-wizard/ANILA_Studio_Wizard_Spec.md,docs,docs,.md,539,documentation,context-review,artifact-generation,Used as architecture/process context; not executable runtime surface.
ingestion-worker/Dockerfile,ingestion-worker,ingestion-worker,,46,deployment-config,manual-targeted,deploy-surface;rag-rls,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
ingestion-worker/README.en.md,ingestion-worker,ingestion-worker,.md,128,documentation,context-review,rag-rls,Used as architecture/process context; not executable runtime surface.
ingestion-worker/README.md,ingestion-worker,ingestion-worker,.md,128,documentation,context-review,rag-rls,Used as architecture/process context; not executable runtime surface.
ingestion-worker/pyproject.toml,ingestion-worker,ingestion-worker,.toml,49,config-or-metadata,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/__init__.py,ingestion-worker,ingestion-worker,.py,14,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/embedder.py,ingestion-worker,ingestion-worker,.py,182,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/evaluator.py,ingestion-worker,ingestion-worker,.py,447,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/handlers.py,ingestion-worker,ingestion-worker,.py,1045,python-code,manual-targeted,rag-rls;giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
ingestion-worker/src/ingestion_worker/judge.py,ingestion-worker,ingestion-worker,.py,218,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/llm_relations.py,ingestion-worker,ingestion-worker,.py,275,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/main.py,ingestion-worker,ingestion-worker,.py,72,python-code,manual-deep,rag-rls,High-risk entrypoint manually reviewed in 2026-06-29 report.
ingestion-worker/src/ingestion_worker/parsers.py,ingestion-worker,ingestion-worker,.py,16,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/relations.py,ingestion-worker,ingestion-worker,.py,153,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/src/ingestion_worker/settings.py,ingestion-worker,ingestion-worker,.py,266,python-code,manual-deep,rag-rls,High-risk entrypoint manually reviewed in 2026-06-29 report.
ingestion-worker/src/ingestion_worker/similarity_relations.py,ingestion-worker,ingestion-worker,.py,129,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/__init__.py,ingestion-worker,ingestion-worker,.py,0,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_embedder.py,ingestion-worker,ingestion-worker,.py,244,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_evaluator_metrics.py,ingestion-worker,ingestion-worker,.py,263,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_handlers_helpers.py,ingestion-worker,ingestion-worker,.py,279,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_judge.py,ingestion-worker,ingestion-worker,.py,282,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_llm_relations.py,ingestion-worker,ingestion-worker,.py,113,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_parsers.py,ingestion-worker,ingestion-worker,.py,38,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_settings.py,ingestion-worker,ingestion-worker,.py,287,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
ingestion-worker/tests/test_uniform_color.py,ingestion-worker,ingestion-worker,.py,74,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
models/README.en.md,models,models-infra,.md,172,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
models/README.md,models,models-infra,.md,172,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
models/docker-compose.yml,models,models-infra,.yml,306,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
models/flux2-dev-agent/.dockerignore,models,flux-agent,,6,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
models/flux2-dev-agent/Dockerfile,models,flux-agent,,24,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
models/flux2-dev-agent/app/__init__.py,models,flux-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
models/flux2-dev-agent/app/chat_handler.py,models,flux-agent,.py,76,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
